id,train_or_test,cap_shape,shape,sColour,is_imputed,sColour_mode,sColour_smart
2887,train,k,t,w,no,w,w
2888,test,f,t,h,no,h,h
2889,test,f,t,w,no,w,w
2890,test,x,t,w,no,w,w
2891,test,k,t,w,no,w,w
2892,train,x,e,k,yes,w,h
2893,test,x,e,h,no,h,h
2894,test,x,e,h,no,h,h
2895,train,x,e,h,yes,w,h
2896,train,x,t,w,no,w,w
2897,test,x,t,n,no,n,n
2898,test,b,e,y,yes,w,n
2899,train,b,e,k,no,k,k
2900,train,k,e,w,no,w,w
2901,test,x,e,h,no,h,h
2902,test,f,t,w,no,w,w
2903,train,b,e,k,no,k,k
2904,test,k,t,w,no,w,w
2905,train,b,e,w,no,w,w
2906,test,k,t,w,no,w,w
2907,test,x,t,w,yes,w,n
2908,test,f,e,k,no,k,k
2909,train,x,e,h,no,h,h
2910,test,x,e,n,no,n,n
2911,test,k,t,w,no,w,w
2912,train,b,e,n,yes,w,n
2913,test,x,e,b,no,b,b
2914,test,x,e,h,no,h,h
2915,test,f,e,h,no,h,h
2916,test,x,t,k,no,k,k
2917,test,x,t,n,no,n,n
2918,test,f,t,k,no,k,k
2919,train,x,e,w,no,w,w
2920,train,f,t,w,no,w,w
2921,test,f,t,w,no,w,w
2922,test,x,t,n,no,n,n
2923,test,x,t,w,yes,w,n
2924,train,f,t,n,no,n,n
2925,test,x,t,w,no,w,w
2926,test,x,e,k,yes,w,h
2927,test,x,e,h,no,h,h
2928,test,f,e,h,no,h,h
2929,test,f,e,h,yes,w,h
2930,test,k,e,w,no,w,w
2931,train,f,e,h,no,h,h
2932,test,b,e,w,no,w,w
2933,train,x,t,n,yes,w,n
2934,test,f,t,k,no,k,k
2935,test,k,t,w,no,w,w
2936,test,f,t,w,no,w,w
2937,test,k,t,w,no,w,w
2938,train,f,t,w,no,w,w
2939,test,k,t,w,no,w,w
2940,test,x,t,k,no,k,k
2941,test,f,t,k,no,k,k
2942,test,f,t,k,no,k,k
2943,test,f,t,u,no,u,u
2944,test,x,t,h,yes,w,n
2945,test,x,e,n,yes,w,h
2946,test,x,t,w,no,w,w
2947,test,f,t,n,no,n,n
2948,test,f,e,h,no,h,h
2949,test,f,t,w,yes,w,n
2950,test,f,t,n,no,n,n
2951,test,f,t,n,no,n,n
2952,test,f,t,n,no,n,n
2953,train,x,t,n,yes,w,n
2954,test,f,e,h,no,h,h
2955,train,k,t,w,no,w,w
2956,test,f,t,n,no,n,n
2957,train,k,e,w,no,w,w
2958,test,x,t,w,no,w,w
2959,test,f,t,n,no,n,n
2960,test,f,t,k,no,k,k
2961,train,k,t,w,no,w,w
2962,test,f,t,k,no,k,k
2963,test,f,t,k,no,k,k
2964,test,x,t,w,yes,w,n
2965,test,b,e,n,no,n,n
2966,test,f,t,k,no,k,k
2967,train,x,e,h,no,h,h
2968,test,x,e,h,no,h,h
2969,test,x,t,w,no,w,w
2970,train,x,e,h,no,h,h
2971,test,f,t,h,no,h,h
2972,test,b,e,r,no,r,r
2973,test,f,t,k,no,k,k
2974,train,b,e,w,no,w,w
2975,test,f,t,k,no,k,k
2976,test,x,t,k,no,k,k
2977,test,f,e,n,yes,w,h
2978,test,f,t,k,no,k,k
2979,test,x,e,h,no,h,h
2980,test,x,t,n,no,n,n
2981,test,x,e,n,no,n,n
2982,test,b,e,w,no,w,w
2983,test,b,e,w,no,w,w
2984,test,x,t,k,no,k,k
2985,test,f,t,n,no,n,n
2986,train,f,e,n,yes,w,h
2987,test,x,t,w,yes,w,n
2988,test,x,e,w,no,w,w
2989,train,x,e,n,yes,w,h
2990,test,f,e,h,no,h,h
2991,train,x,e,h,no,h,h
2992,test,x,t,k,yes,w,n
2993,test,x,t,w,no,w,w
2994,test,x,e,n,no,n,n
2995,test,f,t,k,no,k,k
2996,train,x,t,k,no,k,k
2997,train,b,e,n,yes,w,n
2998,test,f,t,k,yes,w,n
2999,test,b,e,w,yes,w,n
3000,train,k,t,w,no,w,w
3001,test,x,e,h,yes,w,h
3002,train,f,t,h,no,h,h
3003,test,f,e,h,no,h,h
3004,train,f,t,k,no,k,k
3005,train,k,t,w,no,w,w
3006,train,x,e,n,no,n,n
3007,test,k,t,w,no,w,w
3008,test,x,t,w,yes,w,n
3009,test,f,t,w,no,w,w
3010,test,f,e,n,no,n,n
3011,train,k,t,w,no,w,w
3012,test,x,t,k,no,k,k
3013,test,x,t,k,yes,w,n
3014,test,x,t,n,no,n,n
3015,test,x,e,k,no,k,k
3016,test,f,t,n,no,n,n
3017,test,x,e,h,no,h,h
3018,train,f,t,n,no,n,n
3019,test,f,e,h,no,h,h
3020,train,x,t,w,yes,w,n
3021,test,f,t,w,no,w,w
3022,train,f,t,k,no,k,k
3023,test,x,e,k,no,k,k
3024,train,x,t,n,no,n,n
3025,test,x,t,k,yes,w,n
3026,test,x,e,k,no,k,k
3027,test,s,e,n,yes,w,n
3028,train,f,t,w,no,w,w
3029,test,f,e,n,no,n,n
3030,test,k,e,w,no,w,w
3031,test,x,t,n,no,n,n
3032,train,f,e,h,no,h,h
3033,train,x,e,h,yes,w,h
3034,test,x,e,w,no,w,w
3035,test,k,t,w,no,w,w
3036,test,x,e,k,no,k,k
3037,test,f,t,n,no,n,n
3038,test,x,t,k,no,k,k
3039,train,b,e,k,no,k,k
3040,test,x,e,k,no,k,k
3041,test,b,e,n,no,n,n
3042,test,f,t,n,no,n,n
3043,train,f,t,n,no,n,n
3044,test,x,t,n,no,n,n
3045,test,x,t,n,no,n,n
3046,test,x,e,n,no,n,n
3047,test,f,t,k,no,k,k
3048,test,x,e,n,no,n,n
3049,test,f,t,n,yes,w,n
3050,test,f,t,k,no,k,k
3051,test,x,t,w,no,w,w
3052,test,x,t,h,no,h,h
3053,train,k,t,w,no,w,w
3054,test,f,e,k,no,k,k
3055,test,f,e,h,no,h,h
3056,train,f,t,h,no,h,h
3057,test,f,e,h,no,h,h
3058,test,x,t,k,no,k,k
3059,train,f,e,h,no,h,h
3060,test,x,t,n,no,n,n
3061,test,f,e,h,no,h,h
3062,test,x,e,w,no,w,w
3063,test,f,t,n,no,n,n
3064,test,x,e,n,yes,w,h
3065,train,x,t,n,no,n,n
3066,test,x,e,n,no,n,n
3067,train,x,t,u,no,u,u
3068,test,f,e,n,no,n,n
3069,test,x,e,n,no,n,n
3070,train,f,t,k,yes,w,n
3071,test,x,t,n,yes,w,n
3072,test,x,t,k,no,k,k
3073,test,k,e,o,no,o,o
3074,train,f,e,w,no,w,w
3075,test,f,e,h,no,h,h
3076,train,f,t,w,yes,w,n
3077,train,x,t,h,no,h,h
3078,test,k,e,w,no,w,w
3079,train,f,e,w,no,w,w
3080,test,x,e,h,no,h,h
3081,train,k,t,w,no,w,w
3082,test,x,e,w,no,w,w
3083,test,f,t,n,yes,w,n
3084,test,x,t,h,no,h,h
3085,train,f,t,k,yes,w,n
3086,test,f,t,k,no,k,k
3087,test,b,e,r,no,r,r
3088,train,f,t,k,no,k,k
3089,train,x,e,w,yes,w,h
3090,train,x,t,w,no,w,w
3091,train,f,t,n,no,n,n
3092,test,f,t,w,no,w,w
3093,test,f,e,h,no,h,h
3094,test,f,t,k,no,k,k
3095,test,x,e,h,no,h,h
3096,test,b,e,w,no,w,w
3097,test,x,e,w,no,w,w
3098,train,x,t,k,yes,w,n
3099,test,f,t,w,no,w,w
3100,train,f,t,k,no,k,k
3101,train,f,t,w,yes,w,n
3102,test,f,t,k,yes,w,n
3103,test,f,e,h,no,h,h
3104,test,x,e,h,no,h,h
3105,train,b,e,k,no,k,k
3106,train,x,e,h,yes,w,h
3107,train,x,t,w,no,w,w
3108,test,x,e,h,no,h,h
3109,test,x,t,w,yes,w,n
3110,train,f,t,k,no,k,k
3111,train,f,t,w,no,w,w
3112,train,x,t,h,no,h,h
3113,test,x,t,n,no,n,n
3114,test,f,t,k,yes,w,n
3115,test,f,t,k,yes,w,n
3116,test,f,t,k,yes,w,n
3117,test,x,e,w,no,w,w
3118,test,x,t,k,no,k,k
3119,test,f,t,k,no,k,k
3120,test,x,t,k,yes,w,n
3121,train,x,e,k,no,k,k
3122,test,f,t,k,no,k,k
3123,test,x,t,k,yes,w,n
3124,test,x,e,k,no,k,k
3125,train,x,t,h,no,h,h
3126,train,x,t,w,no,w,w
3127,train,x,t,n,no,n,n
3128,test,b,e,n,no,n,n
3129,test,b,e,k,yes,w,n
3130,train,f,t,k,no,k,k
3131,test,x,t,n,no,n,n
3132,test,f,t,w,no,w,w
3133,test,x,t,k,no,k,k
3134,train,x,e,n,yes,w,h
3135,train,f,e,w,yes,w,h
3136,test,k,t,w,no,w,w
3137,test,b,e,n,yes,w,n
3138,test,k,e,w,no,w,w
3139,test,f,t,w,no,w,w
3140,test,b,e,k,no,k,k
3141,train,f,t,k,no,k,k
3142,test,x,e,h,yes,w,h
3143,test,k,t,w,yes,w,w
3144,test,x,t,w,no,w,w
3145,train,x,t,w,no,w,w
3146,test,x,t,n,no,n,n
3147,test,b,e,w,no,w,w
3148,test,x,t,k,no,k,k
3149,test,x,t,w,no,w,w
3150,train,f,e,h,no,h,h
3151,test,x,e,k,yes,w,h
3152,test,x,e,h,no,h,h
3153,test,x,t,w,yes,w,n
3154,test,b,e,n,no,n,n
3155,test,f,e,h,no,h,h
3156,train,x,e,k,no,k,k
3157,test,f,e,h,no,h,h
3158,test,f,t,h,no,h,h
3159,test,x,e,h,no,h,h
3160,train,x,e,h,no,h,h
3161,train,f,e,h,no,h,h
3162,test,f,e,h,no,h,h
3163,test,f,t,n,yes,w,n
3164,test,f,t,n,no,n,n
3165,train,f,t,n,yes,w,n
3166,test,x,t,k,no,k,k
3167,test,x,e,w,no,w,w
3168,test,x,t,k,no,k,k
3169,train,x,t,n,no,n,n
3170,test,x,t,w,no,w,w
3171,test,f,t,n,yes,w,n
3172,train,f,t,k,no,k,k
3173,test,x,t,w,no,w,w
3174,test,b,e,w,no,w,w
3175,test,f,t,w,no,w,w
3176,test,b,e,k,no,k,k
3177,test,f,t,k,no,k,k
3178,test,x,t,n,no,n,n
3179,test,x,t,k,no,k,k
3180,test,b,e,w,no,w,w
3181,train,k,t,w,no,w,w
3182,test,k,t,w,no,w,w
3183,test,f,t,n,no,n,n
3184,test,x,t,w,no,w,w
3185,test,f,e,w,yes,w,h
3186,train,f,t,n,no,n,n
3187,test,x,e,n,no,n,n
3188,test,f,e,h,no,h,h
3189,test,x,t,n,no,n,n
3190,test,x,t,n,no,n,n
3191,test,k,e,w,no,w,w
3192,train,x,t,k,no,k,k
3193,train,x,t,k,no,k,k
3194,train,x,e,k,yes,w,h
3195,test,x,e,h,no,h,h
3196,train,f,e,n,yes,w,h
3197,test,k,t,w,no,w,w
3198,train,f,t,n,no,n,n
3199,test,x,e,n,no,n,n
3200,test,k,t,w,no,w,w
3201,test,x,t,n,no,n,n
3202,train,x,t,w,no,w,w
3203,test,f,t,w,no,w,w
3204,test,f,e,w,yes,w,h
3205,test,x,e,h,yes,w,h
3206,train,k,e,w,yes,w,w
3207,train,x,t,n,no,n,n
3208,test,x,e,h,no,h,h
3209,train,f,t,w,no,w,w
3210,test,f,e,h,no,h,h
3211,test,x,t,k,no,k,k
3212,train,x,e,k,no,k,k
3213,train,f,t,k,no,k,k
3214,test,f,t,w,no,w,w
3215,test,f,e,h,no,h,h
3216,train,f,t,n,yes,w,n
3217,test,f,e,h,no,h,h
3218,test,f,t,n,no,n,n
3219,test,x,t,k,no,k,k
3220,test,f,t,n,no,n,n
3221,test,x,e,h,no,h,h
3222,train,x,t,h,no,h,h
3223,test,f,t,n,no,n,n
3224,train,f,e,n,no,n,n
3225,train,x,e,n,no,n,n
3226,test,x,t,n,no,n,n
3227,test,x,e,n,no,n,n
3228,test,x,e,w,no,w,w
3229,test,x,t,w,no,w,w
3230,train,x,e,k,no,k,k
3231,test,k,t,w,no,w,w
3232,test,f,t,n,no,n,n
3233,test,x,e,h,yes,w,h
3234,test,f,t,k,no,k,k
3235,test,x,t,k,no,k,k
3236,test,x,t,n,yes,w,n
3237,test,f,e,h,no,h,h
3238,test,f,e,k,no,k,k
3239,test,f,t,n,no,n,n
3240,train,f,e,h,yes,w,h
3241,test,x,t,w,no,w,w
3242,test,f,e,h,no,h,h
3243,train,k,t,w,no,w,w
3244,test,b,e,w,no,w,w
3245,test,f,t,n,yes,w,n
3246,test,f,t,n,yes,w,n
3247,train,x,t,h,no,h,h
3248,test,f,t,k,no,k,k
3249,train,f,e,h,no,h,h
3250,test,k,t,w,no,w,w
3251,test,f,t,k,no,k,k
3252,test,x,t,k,yes,w,n
3253,test,k,t,w,no,w,w
3254,train,f,t,h,yes,w,n
3255,test,x,t,n,no,n,n
3256,test,f,t,k,no,k,k
3257,test,f,t,n,no,n,n
3258,train,x,e,n,yes,w,h
3259,test,x,e,n,no,n,n
3260,test,x,e,k,no,k,k
3261,test,f,t,h,no,h,h
3262,test,f,t,k,no,k,k
3263,test,x,t,k,no,k,k
3264,train,x,t,k,no,k,k
3265,test,x,e,n,yes,w,h
3266,test,f,t,k,no,k,k
3267,test,f,t,k,no,k,k
3268,train,f,t,k,no,k,k
3269,test,x,t,n,no,n,n
3270,test,f,t,n,no,n,n
3271,test,x,e,h,no,h,h
3272,train,x,t,w,yes,w,n
3273,test,f,t,n,no,n,n
3274,test,x,e,k,no,k,k
3275,train,k,t,w,no,w,w
3276,test,x,t,h,no,h,h
3277,test,f,e,h,yes,w,h
3278,test,x,t,k,no,k,k
3279,train,x,t,k,yes,w,n
3280,test,x,t,w,no,w,w
3281,train,x,t,k,no,k,k
3282,test,f,t,n,no,n,n
3283,test,f,e,h,no,h,h
3284,test,x,t,n,no,n,n
3285,train,b,e,k,yes,w,n
3286,test,x,e,h,no,h,h
3287,train,f,e,h,no,h,h
3288,test,x,t,w,no,w,w
3289,test,x,t,k,no,k,k
3290,test,x,e,k,no,k,k
3291,test,k,e,w,no,w,w
3292,test,f,t,w,no,w,w
3293,test,x,t,w,no,w,w
3294,train,f,t,w,no,w,w
3295,test,k,e,w,no,w,w
3296,train,x,t,k,no,k,k
3297,train,x,e,n,no,n,n
3298,test,b,e,w,yes,w,n
3299,test,f,e,h,no,h,h
3300,test,x,e,k,yes,w,h
3301,test,f,e,w,no,w,w
3302,train,x,e,h,yes,w,h
3303,test,x,e,k,no,k,k
3304,test,b,e,w,yes,w,n
3305,test,f,t,k,no,k,k
3306,test,b,e,o,no,o,o
3307,test,b,e,n,no,n,n
3308,train,f,t,w,yes,w,n
3309,test,f,e,h,yes,w,h
3310,test,x,e,h,no,h,h
3311,test,x,t,k,no,k,k
3312,test,b,e,y,no,y,y
3313,test,x,t,k,no,k,k
3314,train,f,t,n,no,n,n
3315,test,x,t,n,no,n,n
3316,train,f,t,n,no,n,n
3317,test,x,t,w,yes,w,n
3318,train,b,e,w,no,w,w
3319,test,x,t,n,no,n,n
3320,train,x,t,k,no,k,k
3321,test,b,e,n,no,n,n
3322,train,x,t,k,yes,w,n
3323,test,b,e,w,no,w,w
3324,train,x,e,h,no,h,h
3325,test,f,t,n,no,n,n
3326,test,f,e,w,no,w,w
3327,test,k,t,w,no,w,w
3328,test,f,t,w,no,w,w
3329,test,f,e,h,no,h,h
3330,test,f,t,n,no,n,n
3331,test,f,e,w,no,w,w
3332,test,f,t,h,no,h,h
3333,test,x,e,h,no,h,h
3334,test,f,t,n,no,n,n
3335,test,x,e,h,no,h,h
3336,test,f,t,k,no,k,k
3337,test,x,t,n,no,n,n
3338,test,f,e,n,no,n,n
3339,test,x,e,w,yes,w,h
3340,test,x,e,h,no,h,h
3341,test,x,e,h,no,h,h
3342,test,f,e,n,no,n,n
3343,test,x,t,w,yes,w,n
3344,test,x,t,w,no,w,w
3345,test,x,t,k,no,k,k
3346,train,x,t,w,yes,w,n
3347,train,k,e,w,no,w,w
3348,test,x,e,n,yes,w,h
3349,train,x,e,k,no,k,k
3350,test,f,t,w,no,w,w
3351,test,x,t,k,no,k,k
3352,test,x,e,n,yes,w,h
3353,test,f,t,n,no,n,n
3354,test,f,t,w,no,w,w
3355,train,x,t,n,no,n,n
3356,test,x,e,k,no,k,k
3357,test,f,t,n,no,n,n
3358,test,x,t,h,no,h,h
3359,train,k,t,w,no,w,w
3360,train,k,e,w,no,w,w
3361,test,x,t,w,no,w,w
3362,test,x,t,n,no,n,n
3363,test,f,t,k,no,k,k
3364,test,f,t,w,no,w,w
3365,train,x,e,h,no,h,h
3366,test,f,e,k,no,k,k
3367,test,f,t,n,no,n,n
3368,train,f,t,k,no,k,k
3369,test,f,e,n,no,n,n
3370,test,b,e,k,no,k,k
3371,test,x,t,w,no,w,w
3372,test,x,t,h,no,h,h
3373,train,x,e,h,no,h,h
3374,test,x,e,h,yes,w,h
3375,train,f,t,w,yes,w,n
3376,train,x,t,n,no,n,n
3377,test,k,t,w,yes,w,w
3378,test,x,t,h,no,h,h
3379,test,x,t,k,yes,w,n
3380,train,k,e,w,no,w,w
3381,test,x,t,n,no,n,n
3382,test,f,t,w,yes,w,n
3383,test,f,e,n,yes,w,h
3384,test,f,t,k,yes,w,n
3385,train,x,e,h,no,h,h
3386,train,b,e,n,yes,w,n
3387,train,k,t,w,no,w,w
3388,test,x,e,k,yes,w,h
3389,test,f,t,k,yes,w,n
3390,train,f,t,k,no,k,k
3391,test,b,e,w,no,w,w
3392,test,x,e,h,no,h,h
3393,train,f,e,k,no,k,k
3394,test,x,t,n,no,n,n
3395,train,f,t,w,no,w,w
3396,test,x,t,n,yes,w,n
3397,train,x,e,w,no,w,w
3398,test,f,e,n,yes,w,h
3399,test,x,e,h,yes,w,h
3400,test,x,e,h,no,h,h
3401,test,x,t,w,no,w,w
3402,test,f,t,n,yes,w,n
3403,test,f,e,h,yes,w,h
3404,train,x,e,h,no,h,h
3405,test,x,t,u,no,u,u
3406,test,f,t,n,no,n,n
3407,train,x,e,w,no,w,w
3408,test,x,t,w,no,w,w
3409,test,x,t,w,no,w,w
3410,test,x,t,w,no,w,w
3411,test,x,t,k,no,k,k
3412,test,x,t,n,no,n,n
3413,train,x,t,w,yes,w,n
3414,test,x,t,k,no,k,k
3415,test,x,t,w,no,w,w
3416,test,x,e,k,no,k,k
3417,test,k,t,w,no,w,w
3418,test,x,e,k,yes,w,h
3419,test,f,t,w,no,w,w
3420,test,x,e,n,yes,w,h
3421,test,f,t,w,no,w,w
3422,test,x,e,k,no,k,k
3423,test,x,e,h,no,h,h
3424,train,f,t,k,no,k,k
3425,train,x,e,h,yes,w,h
3426,train,f,e,h,no,h,h
3427,test,f,e,h,no,h,h
3428,test,f,e,h,yes,w,h
3429,test,x,e,k,yes,w,h
3430,test,x,e,n,no,n,n
3431,test,k,t,w,no,w,w
3432,test,x,t,k,no,k,k
3433,test,x,e,h,no,h,h
3434,test,f,t,n,no,n,n
3435,train,x,t,w,yes,w,n
3436,test,x,t,n,no,n,n
3437,test,f,t,w,no,w,w
3438,test,k,t,w,no,w,w
3439,train,f,e,h,yes,w,h
3440,test,f,e,k,no,k,k
3441,test,x,t,n,no,n,n
3442,test,b,e,n,no,n,n
3443,train,x,t,k,no,k,k
3444,test,x,t,n,no,n,n
3445,test,x,t,n,no,n,n
3446,test,x,e,n,no,n,n
3447,test,f,e,h,no,h,h
3448,train,x,e,k,no,k,k
3449,train,f,t,h,no,h,h
3450,test,f,t,n,no,n,n
3451,train,x,e,k,no,k,k
3452,train,k,e,w,no,w,w
3453,test,b,e,y,no,y,y
3454,test,x,t,w,no,w,w
3455,test,f,e,h,no,h,h
3456,train,f,t,n,no,n,n
3457,train,x,t,n,no,n,n
3458,test,f,e,h,yes,w,h
3459,test,f,t,k,yes,w,n
3460,test,x,t,k,yes,w,n
3461,test,x,e,h,no,h,h
3462,train,f,t,k,no,k,k
3463,test,x,t,n,no,n,n
3464,test,x,e,k,no,k,k
3465,test,x,t,n,no,n,n
3466,test,x,t,w,no,w,w
3467,test,x,t,k,no,k,k
3468,test,k,t,w,no,w,w
3469,test,x,e,k,no,k,k
3470,train,x,e,n,no,n,n
3471,test,x,t,n,no,n,n
3472,test,k,t,w,yes,w,w
3473,train,x,e,n,yes,w,h
3474,test,f,e,h,no,h,h
3475,train,f,e,n,yes,w,h
3476,test,f,t,n,no,n,n
3477,test,x,e,k,no,k,k
3478,train,x,t,k,no,k,k
3479,test,x,e,h,no,h,h
3480,test,f,t,n,no,n,n
3481,test,f,e,h,yes,w,h
3482,test,x,e,h,no,h,h
3483,test,b,e,w,no,w,w
3484,test,x,t,n,yes,w,n
3485,test,f,t,k,yes,w,n
3486,test,x,t,w,no,w,w
3487,test,f,t,n,no,n,n
3488,test,f,t,k,no,k,k
3489,train,x,e,n,no,n,n
3490,test,f,e,h,yes,w,h
3491,test,x,t,k,yes,w,n
3492,test,f,e,h,yes,w,h
3493,test,x,e,h,no,h,h
3494,train,f,t,n,yes,w,n
3495,train,f,e,n,no,n,n
3496,test,x,e,n,no,n,n
3497,test,f,e,r,yes,w,h
3498,train,f,t,n,no,n,n
3499,train,x,e,h,no,h,h
3500,train,x,e,k,no,k,k
3501,test,x,e,h,no,h,h
3502,test,x,t,n,no,n,n
3503,test,x,t,w,no,w,w
3504,test,x,e,h,yes,w,h
3505,test,f,t,k,no,k,k
3506,test,x,e,n,yes,w,h
3507,test,x,e,h,no,h,h
3508,test,f,t,h,no,h,h
3509,test,f,t,w,no,w,w
3510,train,b,e,k,yes,w,n
3511,test,b,e,y,no,y,y
3512,test,x,t,k,no,k,k
3513,test,k,t,w,no,w,w
3514,test,b,e,b,no,b,b
3515,test,f,t,w,no,w,w
3516,train,b,e,k,no,k,k
3517,train,x,t,n,yes,w,n
3518,test,x,e,n,no,n,n
3519,test,x,e,h,no,h,h
3520,train,f,e,h,yes,w,h
3521,train,x,t,n,yes,w,n
3522,test,x,e,k,no,k,k
3523,test,x,e,n,no,n,n
3524,train,x,e,h,no,h,h
3525,test,x,e,k,no,k,k
3526,test,x,t,k,no,k,k
3527,test,x,e,h,no,h,h
3528,train,x,t,w,no,w,w
3529,test,f,t,w,no,w,w
3530,test,x,e,h,yes,w,h
3531,test,f,e,h,yes,w,h
3532,test,x,e,w,no,w,w
3533,train,x,e,h,no,h,h
3534,test,k,t,w,no,w,w
3535,test,x,t,k,no,k,k
3536,test,f,t,n,no,n,n
3537,train,x,e,k,no,k,k
3538,test,x,e,h,no,h,h
3539,test,f,t,h,yes,w,n
3540,train,f,e,k,no,k,k
3541,test,x,e,k,no,k,k
3542,test,x,t,n,no,n,n
3543,train,f,t,h,no,h,h
3544,test,x,t,k,no,k,k
3545,test,x,t,w,no,w,w
3546,train,x,t,k,no,k,k
3547,test,f,e,w,no,w,w
3548,test,f,t,n,no,n,n
3549,test,x,e,k,no,k,k
3550,train,k,t,w,yes,w,w
3551,train,f,t,w,no,w,w
3552,test,f,e,k,no,k,k
3553,test,x,t,n,no,n,n
3554,test,x,t,n,no,n,n
3555,train,x,t,k,no,k,k
3556,train,x,t,n,no,n,n
3557,test,f,t,k,no,k,k
3558,test,x,t,w,yes,w,n
3559,test,x,e,h,no,h,h
3560,test,f,e,h,no,h,h
3561,test,x,t,n,no,n,n
3562,test,k,t,w,no,w,w
3563,test,k,e,w,no,w,w
3564,train,x,e,w,no,w,w
3565,train,f,e,w,no,w,w
3566,test,f,t,n,no,n,n
3567,test,x,t,k,no,k,k
3568,test,x,e,w,no,w,w
3569,test,x,e,h,no,h,h
3570,test,x,t,n,no,n,n
3571,test,f,e,h,no,h,h
3572,test,f,t,w,no,w,w
3573,test,f,t,n,no,n,n
3574,test,x,e,h,no,h,h
3575,test,x,e,w,no,w,w
3576,test,x,t,w,yes,w,n
3577,test,f,t,n,no,n,n
3578,test,x,t,w,yes,w,n
3579,test,f,e,b,no,b,b
3580,test,x,e,w,no,w,w
3581,train,x,e,h,no,h,h
3582,test,f,e,r,no,r,r
3583,test,x,t,n,no,n,n
3584,test,f,e,n,yes,w,h
3585,test,x,t,n,no,n,n
3586,test,f,t,n,no,n,n
3587,train,x,t,k,no,k,k
3588,test,f,t,n,no,n,n
3589,test,f,e,w,no,w,w
3590,train,f,t,k,no,k,k
3591,train,x,e,w,no,w,w
3592,test,x,t,w,yes,w,n
3593,train,x,e,w,no,w,w
3594,test,x,t,k,no,k,k
3595,test,f,e,k,no,k,k
3596,train,b,e,n,no,n,n
3597,test,x,t,w,no,w,w
3598,test,x,t,n,no,n,n
3599,test,f,t,k,no,k,k
3600,test,x,e,h,no,h,h
3601,test,f,t,u,no,u,u
3602,train,f,e,h,no,h,h
3603,test,f,t,k,no,k,k
3604,test,f,t,n,yes,w,n
3605,test,f,e,h,no,h,h
3606,test,x,e,k,no,k,k
3607,test,f,t,n,no,n,n
3608,test,x,t,w,no,w,w
3609,train,x,t,w,no,w,w
3610,test,k,t,w,no,w,w
3611,test,x,t,w,no,w,w
3612,test,f,t,w,yes,w,n
3613,test,f,e,o,yes,w,h
3614,train,x,t,w,no,w,w
3615,test,f,t,n,no,n,n
3616,test,f,e,k,no,k,k
3617,train,x,e,h,yes,w,h
3618,train,x,t,n,no,n,n
3619,test,f,t,n,no,n,n
3620,test,f,t,w,no,w,w
3621,test,x,t,w,yes,w,n
3622,test,f,t,k,no,k,k
3623,test,f,t,k,no,k,k
3624,train,f,e,h,no,h,h
3625,test,x,e,y,no,y,y
3626,test,x,t,w,no,w,w
3627,test,x,e,k,yes,w,h
3628,test,k,t,w,no,w,w
3629,test,x,t,h,no,h,h
3630,test,f,t,w,no,w,w
3631,test,x,e,h,no,h,h
3632,train,f,t,w,yes,w,n
3633,test,b,e,w,no,w,w
3634,test,x,t,w,no,w,w
3635,train,x,e,h,no,h,h
3636,test,f,t,k,no,k,k
3637,test,f,t,k,no,k,k
3638,test,x,t,n,no,n,n
3639,test,f,t,n,yes,w,n
3640,test,x,e,h,no,h,h
3641,train,f,t,n,no,n,n
3642,test,x,e,k,yes,w,h
3643,test,x,e,k,yes,w,h
3644,test,x,e,h,no,h,h
3645,train,k,t,w,yes,w,w
3646,test,f,t,n,yes,w,n
3647,test,x,t,k,no,k,k
3648,test,f,t,w,no,w,w
3649,test,x,t,w,no,w,w
3650,test,x,t,w,yes,w,n
3651,test,f,e,k,no,k,k
3652,test,f,t,w,yes,w,n
3653,test,x,t,n,no,n,n
3654,test,f,t,w,no,w,w
3655,test,f,t,h,no,h,h
3656,test,x,e,k,no,k,k
3657,test,f,e,h,no,h,h
3658,test,x,t,w,no,w,w
3659,test,x,e,k,no,k,k
3660,test,f,e,h,no,h,h
3661,test,f,t,n,no,n,n
3662,test,x,e,n,yes,w,h
3663,test,x,t,w,no,w,w
3664,test,x,t,k,no,k,k
3665,test,f,t,n,yes,w,n
3666,test,x,t,w,no,w,w
3667,train,f,t,w,yes,w,n
3668,test,x,e,w,no,w,w
3669,test,f,t,w,no,w,w
3670,test,x,e,w,no,w,w
3671,test,k,e,w,no,w,w
3672,test,f,t,h,no,h,h
3673,test,k,t,w,no,w,w
3674,train,f,e,h,no,h,h
3675,test,k,e,w,no,w,w
3676,train,f,e,w,no,w,w
3677,test,x,t,k,no,k,k
3678,test,b,e,k,yes,w,n
3679,test,x,t,k,no,k,k
3680,test,x,e,w,no,w,w
3681,train,f,t,n,no,n,n
3682,test,x,e,k,yes,w,h
3683,test,k,t,w,no,w,w
3684,test,f,t,n,no,n,n
3685,test,f,t,n,no,n,n
3686,test,k,t,w,no,w,w
3687,train,x,e,h,no,h,h
3688,test,f,e,h,no,h,h
3689,train,f,e,h,no,h,h
3690,test,x,e,n,no,n,n
3691,test,f,e,n,yes,w,h
3692,train,x,e,k,no,k,k
3693,test,x,t,k,no,k,k
3694,train,f,t,w,no,w,w
3695,train,f,t,w,yes,w,n
3696,test,x,e,k,no,k,k
3697,test,k,t,w,no,w,w
