id,actual,clean,mode,smart
6445,e,e,e,e
6446,p,p,p,p
6447,e,e,e,e
6448,e,e,e,e
6449,e,e,e,e
6450,e,e,e,e
6451,p,p,p,p
6452,e,e,e,e
6453,p,p,p,p
6454,e,e,e,e
6455,p,p,p,p
6456,e,e,e,e
6457,e,e,p,e
6458,p,p,p,e
6459,p,e,e,e
6460,e,e,e,e
6461,e,e,e,p
6462,p,p,p,p
6463,e,e,e,e
6464,p,p,p,p
6465,p,p,p,p
6466,p,p,p,p
6467,e,e,e,p
6468,e,e,e,e
6469,p,p,p,p
6470,e,e,e,e
6471,e,e,e,e
6472,e,e,p,e
6473,e,e,e,e
6474,p,p,p,p
6475,e,e,e,e
6476,e,e,e,e
6477,p,p,p,p
6478,p,p,p,p
6479,e,e,e,e
6480,p,e,e,p
6481,p,p,p,p
6482,e,e,e,e
6483,p,p,e,p
6484,p,p,p,p
6485,p,p,p,p
6486,e,e,p,e
6487,p,p,p,p
6488,p,p,p,p
6489,e,e,e,e
6490,p,p,p,p
6491,e,e,p,e
6492,e,e,e,e
6493,p,p,p,p
6494,e,e,e,e
6495,p,p,p,p
6496,p,e,e,e
6497,e,e,p,e
6498,e,e,e,e
6499,p,p,p,p
6500,e,e,e,e
6501,p,e,e,e
6502,p,p,p,p
6503,e,e,e,e
6504,e,e,p,e
6505,e,e,e,e
6506,e,e,e,e
6507,e,e,e,e
6508,p,p,p,p
6509,p,p,p,p
6510,p,p,p,e
6511,e,e,e,e
6512,e,e,e,e
6513,e,e,e,e
6514,p,p,p,p
6515,p,p,p,p
6516,e,e,e,e
6517,p,p,p,p
6518,e,e,e,e
6519,e,e,e,e
6520,p,p,p,p
6521,e,e,p,p
6522,p,p,p,e
6523,p,e,e,p
6524,p,p,p,p
6525,p,p,p,p
6526,p,p,p,p
6527,p,p,p,e
6528,e,e,e,e
6529,p,p,p,p
6530,p,p,p,p
6531,e,e,e,e
6532,e,e,e,e
6533,p,p,p,p
6534,e,e,e,e
6535,p,p,p,p
6536,p,p,p,p
6537,e,e,e,e
6538,e,e,e,e
6539,e,e,e,e
6540,p,p,p,p
6541,p,p,p,p
6542,e,e,e,p
6543,p,p,p,p
6544,p,p,p,p
6545,p,p,p,p
6546,e,e,p,e
6547,p,p,p,p
6548,p,e,e,e
6549,e,e,e,e
6550,p,p,p,p
6551,e,e,e,e
6552,p,e,e,e
6553,e,e,e,e
6554,p,p,p,p
6555,e,e,e,e
6556,p,p,p,p
6557,p,p,p,p
6558,e,e,e,e
6559,e,e,e,e
6560,p,p,p,p
6561,e,e,e,p
6562,p,p,p,p
6563,e,e,p,e
6564,e,e,e,e
6565,p,p,p,e
6566,e,e,e,p
6567,e,e,e,e
6568,e,e,e,e
6569,e,e,e,e
6570,e,e,e,e
6571,e,e,e,e
6572,p,e,e,e
6573,p,p,p,p
6574,e,e,e,e
6575,p,p,p,p
6576,p,p,p,p
6577,e,e,e,e
6578,e,e,e,e
6579,p,p,p,p
6580,p,p,p,p
6581,e,e,e,e
6582,e,e,e,e
6583,e,e,e,e
6584,e,e,e,e
6585,e,e,e,e
6586,e,e,e,e
6587,p,p,p,p
6588,p,p,p,p
6589,e,e,e,p
6590,e,e,e,e
6591,e,e,p,e
6592,e,e,e,e
6593,e,e,e,e
6594,e,e,e,e
6595,p,p,p,p
6596,e,e,p,e
6597,p,p,p,p
6598,p,p,p,p
6599,e,e,e,e
6600,e,e,e,e
6601,e,e,e,e
6602,e,e,e,e
6603,p,p,e,p
6604,p,p,p,p
6605,p,p,p,p
6606,e,e,p,e
6607,p,p,p,p
6608,e,e,e,e
6609,p,p,p,p
6610,e,e,p,e
6611,p,p,p,p
6612,e,e,e,e
6613,p,e,e,e
6614,p,e,e,p
6615,e,e,e,e
6616,e,e,e,e
6617,e,e,e,e
6618,p,p,p,p
6619,p,p,p,p
6620,e,e,e,e
6621,p,p,p,e
6622,p,p,p,p
6623,e,e,e,e
6624,p,p,p,p
6625,p,p,p,p
6626,p,p,p,p
6627,p,p,p,p
6628,p,p,p,p
6629,p,p,p,p
6630,p,p,p,p
6631,p,p,e,p
6632,p,p,p,e
6633,p,p,p,e
6634,e,e,p,e
6635,e,e,e,e
6636,e,e,e,e
6637,e,e,e,e
6638,p,p,p,p
6639,p,p,p,p
6640,e,e,e,e
6641,p,p,p,p
6642,p,p,p,p
6643,e,e,e,e
6644,p,p,p,p
6645,p,p,p,e
6646,p,p,p,p
6647,p,p,p,p
6648,e,e,p,p
6649,e,e,e,e
6650,p,p,p,p
6651,e,e,e,e
6652,e,e,e,e
6653,e,e,p,e
6654,e,e,e,e
6655,e,e,e,e
6656,p,p,p,p
6657,e,e,e,e
6658,p,p,p,p
6659,p,e,e,p
6660,e,e,e,p
6661,p,e,e,e
6662,e,e,e,e
6663,e,e,e,e
6664,e,e,e,e
6665,p,p,p,p
6666,e,e,e,e
6667,e,e,e,e
6668,p,p,p,p
6669,e,e,e,e
6670,e,e,e,e
6671,e,e,e,e
6672,p,p,p,p
6673,p,p,p,p
6674,e,e,e,e
6675,e,e,e,p
6676,e,e,e,e
6677,p,p,p,p
6678,e,e,e,e
6679,p,p,p,p
6680,p,e,e,e
6681,e,e,p,e
6682,e,e,e,e
6683,e,e,e,e
6684,e,e,e,e
6685,p,p,p,e
6686,p,p,p,e
6687,p,p,p,p
6688,e,e,e,e
6689,p,p,p,e
6690,p,p,p,p
6691,e,e,e,e
6692,p,p,p,p
6693,p,p,p,p
6694,e,e,p,e
6695,p,p,p,p
6696,e,e,e,e
6697,e,e,e,e
6698,e,e,e,e
6699,p,p,p,p
6700,e,e,p,e
6701,e,p,p,p
6702,e,e,e,e
6703,p,p,p,p
6704,p,p,p,p
6705,e,e,e,e
6706,e,e,e,e
6707,e,e,p,e
6708,e,e,e,e
6709,e,e,p,e
6710,e,e,e,e
6711,e,e,p,e
6712,p,p,p,p
6713,p,p,p,p
6714,e,e,e,e
6715,p,p,p,p
6716,e,e,e,e
6717,e,e,p,p
6718,e,e,e,e
6719,p,e,e,e
6720,e,e,e,e
6721,e,e,e,e
6722,e,e,e,e
6723,p,p,p,p
6724,e,e,e,e
6725,e,e,e,e
6726,e,e,e,e
6727,p,p,p,p
6728,e,e,e,e
6729,e,e,p,e
6730,p,p,p,p
6731,e,e,e,e
6732,e,e,e,e
6733,e,e,e,e
6734,p,p,p,p
6735,p,p,p,e
6736,e,e,e,e
6737,p,p,p,p
6738,e,e,e,e
6739,p,p,p,p
6740,p,p,p,p
6741,p,p,p,p
6742,e,e,e,e
6743,e,e,e,e
6744,p,p,p,e
6745,p,p,p,p
6746,p,p,p,p
6747,e,e,e,e
6748,p,p,p,p
6749,e,e,e,e
6750,p,p,p,p
6751,e,e,e,e
6752,e,e,e,e
6753,e,e,e,e
6754,p,p,p,p
6755,e,e,e,e
6756,p,p,p,p
6757,e,e,e,e
6758,p,p,p,p
6759,p,p,p,p
6760,e,e,e,e
6761,p,p,p,p
6762,p,p,p,p
6763,e,e,e,e
6764,e,e,e,e
6765,p,p,p,p
6766,p,p,p,p
6767,e,e,e,e
6768,e,e,e,e
6769,e,e,e,e
6770,e,e,e,e
6771,p,p,p,e
6772,p,p,p,p
6773,e,e,e,e
6774,e,e,e,e
6775,e,e,p,e
6776,e,e,e,e
6777,e,e,e,e
6778,e,e,e,e
6779,e,e,e,e
6780,p,p,p,p
6781,p,p,p,p
6782,e,e,e,e
6783,p,p,p,p
6784,e,e,e,e
6785,p,p,p,p
6786,e,e,e,e
6787,e,e,e,e
6788,p,e,p,e
6789,e,e,e,e
6790,e,e,e,e
6791,e,e,e,e
6792,e,e,e,e
6793,p,p,p,p
6794,p,p,p,p
6795,e,e,e,e
6796,e,e,e,e
6797,e,e,e,e
6798,e,e,e,p
6799,p,p,p,p
6800,p,p,p,p
6801,p,p,p,e
6802,p,p,p,p
6803,e,e,e,e
6804,p,p,p,e
6805,p,e,e,e
6806,e,e,e,e
6807,p,p,p,p
6808,p,p,p,p
6809,e,e,e,e
6810,p,p,p,p
6811,e,e,e,e
6812,p,p,p,p
6813,p,p,p,p
6814,p,p,p,p
6815,e,e,e,e
6816,p,p,p,p
6817,p,p,p,p
6818,p,p,p,p
6819,p,p,p,p
6820,e,e,e,e
6821,e,e,e,e
6822,p,p,p,p
6823,e,e,e,e
6824,e,e,e,e
6825,p,p,p,p
6826,e,e,e,e
6827,e,e,e,e
6828,p,p,p,e
6829,p,p,p,p
6830,e,e,e,e
6831,e,e,e,e
6832,p,p,p,p
6833,p,p,p,p
6834,e,e,e,e
6835,e,e,e,e
6836,p,e,p,p
6837,p,p,p,p
6838,p,p,p,p
6839,e,e,e,e
6840,p,p,p,p
6841,e,e,e,p
6842,e,e,e,e
6843,e,e,e,e
6844,p,p,p,p
6845,e,e,e,e
6846,p,p,p,p
6847,p,p,p,p
6848,e,e,e,e
6849,e,e,p,p
6850,e,e,e,e
6851,p,p,p,e
6852,e,e,e,e
6853,e,e,e,e
6854,e,e,e,e
6855,p,p,p,p
6856,e,e,e,e
6857,p,e,e,e
6858,p,p,p,p
6859,e,e,e,e
6860,p,p,p,p
6861,e,e,e,e
6862,p,p,p,p
6863,e,e,e,e
6864,p,p,p,p
6865,e,e,e,e
6866,e,e,e,e
6867,p,e,e,e
6868,p,p,p,p
6869,p,p,p,p
6870,e,e,e,e
6871,e,e,e,e
6872,e,e,p,e
6873,p,p,p,p
6874,e,e,e,e
6875,p,p,p,p
6876,p,p,p,p
6877,p,p,p,p
6878,e,p,p,p
6879,e,e,e,e
6880,p,p,e,p
6881,e,e,e,p
6882,p,p,p,p
6883,p,p,p,p
6884,e,e,p,p
6885,p,p,p,e
6886,p,p,p,p
6887,p,p,p,p
6888,e,e,e,e
6889,p,e,e,e
6890,e,e,e,e
6891,p,p,p,p
6892,p,p,p,p
6893,p,e,e,p
6894,p,p,p,p
6895,p,p,p,p
6896,e,e,e,e
6897,e,e,p,e
6898,e,e,e,e
6899,e,e,e,e
6900,e,e,e,e
6901,e,e,e,e
6902,p,p,p,p
6903,p,p,p,p
6904,e,e,e,e
6905,e,e,e,e
6906,p,p,p,p
6907,e,e,e,p
6908,p,p,p,e
6909,p,e,e,e
6910,p,p,e,p
6911,e,e,e,e
6912,p,p,p,p
6913,e,e,e,e
6914,e,e,e,e
6915,e,e,e,e
6916,e,e,e,e
6917,e,e,p,e
6918,p,p,p,p
6919,p,p,p,p
6920,p,p,p,p
6921,e,e,e,e
6922,e,e,p,e
6923,p,p,p,p
6924,e,e,e,e
6925,p,p,p,p
6926,e,e,e,e
6927,e,e,e,e
6928,e,e,p,e
6929,p,p,p,p
6930,p,p,p,p
6931,e,e,e,e
6932,e,e,e,e
6933,e,e,p,e
6934,e,e,p,e
6935,p,p,p,p
6936,e,e,e,e
6937,p,p,p,p
6938,p,p,p,p
6939,p,p,p,p
6940,e,e,e,p
6941,p,p,p,p
6942,p,p,p,e
6943,e,e,e,e
6944,p,p,p,p
6945,e,e,e,e
6946,p,p,p,p
6947,e,e,p,e
6948,p,p,p,p
6949,p,e,e,p
6950,p,p,p,p
6951,e,e,e,e
6952,e,e,e,e
6953,e,e,e,e
6954,p,p,p,p
6955,e,e,e,e
6956,e,e,e,e
6957,e,e,e,e
6958,e,e,e,e
6959,e,e,e,e
6960,p,p,p,e
6961,e,e,e,e
6962,p,p,p,p
6963,e,e,p,e
6964,p,p,e,p
6965,p,p,p,p
6966,e,e,p,e
6967,e,e,e,e
6968,p,p,p,p
6969,e,e,p,e
6970,p,p,p,p
6971,e,e,e,e
6972,p,p,p,p
6973,p,p,p,e
6974,e,e,e,e
6975,e,e,e,e
6976,e,e,e,e
6977,e,e,e,e
6978,e,e,e,e
6979,e,e,e,e
6980,e,e,e,e
6981,p,p,p,p
6982,p,p,p,p
6983,p,p,p,p
6984,p,p,p,p
6985,e,e,p,e
6986,p,p,p,p
6987,p,e,p,e
6988,e,e,e,e
6989,e,e,e,e
6990,p,p,p,p
6991,e,e,e,e
6992,p,p,p,p
6993,e,e,e,e
6994,p,p,p,p
6995,e,e,e,e
6996,p,p,e,p
6997,p,p,p,p
6998,p,e,e,e
6999,e,e,e,e
7000,e,e,e,e
7001,p,p,p,e
7002,e,e,p,e
7003,p,p,p,e
7004,e,e,e,e
7005,p,p,p,e
7006,e,e,p,e
7007,p,p,p,p
7008,p,p,p,p
7009,e,e,p,e
7010,p,p,p,e
7011,p,p,p,p
7012,p,p,p,p
7013,p,p,p,p
7014,e,e,e,e
7015,e,e,p,p
7016,p,p,p,p
7017,e,e,e,e
7018,e,e,p,e
7019,e,e,p,e
7020,e,e,e,e
7021,p,p,p,e
7022,p,p,p,p
7023,e,e,p,e
7024,e,e,e,e
7025,p,p,p,e
7026,e,p,p,p
7027,p,p,p,p
7028,e,e,e,e
7029,e,e,e,e
7030,p,p,p,p
7031,p,p,p,p
7032,e,e,e,e
7033,p,e,e,e
7034,e,e,e,e
7035,e,e,e,e
7036,e,e,e,e
7037,e,e,e,e
7038,p,p,p,p
7039,p,p,p,e
7040,p,e,e,e
7041,e,e,p,e
7042,p,e,p,p
7043,e,e,e,e
7044,p,p,p,p
7045,e,e,p,e
7046,e,e,e,e
7047,e,e,e,e
7048,e,e,e,e
7049,p,p,p,p
7050,e,e,p,e
7051,e,e,e,e
7052,p,p,p,p
7053,e,e,p,e
7054,e,e,e,e
7055,p,p,p,p
7056,e,e,e,e
7057,p,p,p,p
7058,p,p,p,p
7059,e,e,e,p
7060,p,p,p,p
7061,e,e,e,e
7062,p,p,p,p
7063,p,p,p,p
7064,p,p,p,p
7065,e,e,p,e
7066,e,e,e,e
7067,p,p,p,p
7068,p,p,p,p
7069,p,p,p,e
7070,p,p,p,p
7071,e,e,p,e
7072,e,e,e,e
7073,e,e,p,e
7074,p,p,p,p
7075,e,e,e,e
7076,e,e,e,e
7077,p,p,p,p
7078,p,e,e,e
7079,p,p,p,p
7080,e,e,e,e
7081,e,e,e,e
7082,e,e,e,e
7083,p,p,p,p
7084,p,p,p,p
7085,e,e,e,e
7086,p,p,p,p
7087,p,p,p,p
7088,p,p,p,p
7089,e,e,e,e
7090,e,e,e,e
7091,e,e,e,e
7092,e,e,p,e
7093,p,p,p,p
7094,e,e,p,e
7095,e,e,e,e
7096,e,e,e,e
7097,p,p,p,p
7098,p,p,p,e
7099,e,e,e,e
7100,e,e,e,e
7101,p,p,p,p
7102,p,p,p,p
7103,e,e,e,e
7104,e,e,e,e
7105,p,p,p,p
7106,e,e,e,e
7107,e,e,e,e
7108,p,p,p,p
7109,p,p,p,p
7110,e,e,e,e
7111,p,p,p,p
7112,p,p,p,p
7113,e,e,e,e
7114,p,p,p,p
7115,p,p,p,p
7116,p,p,p,p
7117,e,e,e,e
7118,p,e,e,e
7119,e,e,e,e
7120,p,p,p,p
7121,e,e,e,e
7122,p,p,p,p
7123,e,e,e,e
7124,p,p,e,p
7125,p,p,p,p
7126,e,e,e,e
7127,e,e,e,e
7128,e,e,e,e
7129,p,p,p,p
7130,e,e,p,e
7131,e,e,e,e
7132,e,e,e,e
7133,p,p,p,p
7134,e,e,e,e
7135,p,p,p,p
7136,e,e,e,e
7137,e,e,e,e
7138,e,e,e,e
7139,p,e,e,p
7140,e,e,e,e
7141,e,e,e,p
7142,p,p,p,p
7143,p,p,p,p
7144,e,e,e,e
7145,e,e,e,e
7146,e,e,e,e
7147,e,e,e,e
7148,p,p,p,p
7149,e,e,p,e
7150,e,e,e,e
7151,e,e,e,e
7152,p,p,p,p
7153,e,e,e,e
7154,p,p,p,p
7155,e,e,e,e
7156,e,e,e,e
7157,p,p,p,p
7158,p,p,p,p
7159,p,p,p,p
7160,e,e,e,e
7161,e,e,e,e
7162,e,e,e,e
7163,p,p,p,p
7164,e,e,e,e
7165,p,p,p,p
7166,p,p,p,p
7167,e,e,e,e
7168,e,e,e,e
7169,p,p,p,p
7170,e,e,e,e
7171,p,p,p,p
7172,p,p,p,p
7173,e,e,e,e
7174,e,e,e,e
7175,e,e,e,e
7176,e,e,e,e
7177,p,p,p,p
7178,e,e,e,e
7179,p,p,p,p
7180,e,e,e,e
7181,e,e,e,e
7182,e,e,e,e
7183,p,p,p,p
7184,e,e,p,e
7185,e,e,e,e
7186,e,e,e,e
7187,e,e,p,e
7188,p,e,e,e
7189,e,e,e,e
7190,e,e,e,e
7191,e,e,e,e
7192,p,p,p,p
7193,e,e,e,e
7194,e,e,e,e
7195,e,e,e,e
7196,p,e,p,e
7197,p,p,p,p
7198,e,e,e,p
7199,e,e,e,e
7200,p,p,p,p
7201,p,p,p,p
7202,e,e,p,e
7203,p,p,p,p
7204,p,e,e,p
7205,p,p,p,p
7206,p,e,e,e
7207,p,p,p,p
7208,p,p,p,p
7209,e,e,p,e
7210,p,p,p,p
7211,p,p,p,p
7212,p,p,p,p
7213,e,e,e,e
7214,e,e,e,e
7215,e,e,e,e
7216,e,e,e,e
7217,p,p,p,p
7218,e,e,e,e
7219,p,p,p,p
7220,p,p,p,p
7221,p,p,p,p
7222,e,e,e,e
7223,e,e,e,e
7224,e,e,p,e
7225,e,e,e,e
7226,e,e,e,e
7227,p,p,p,p
7228,p,p,p,e
7229,e,e,e,e
7230,e,e,e,e
7231,e,e,e,e
7232,p,p,p,p
7233,p,p,p,p
7234,p,p,p,p
7235,e,e,e,e
7236,p,p,p,p
7237,e,e,e,e
7238,e,e,e,e
7239,p,p,p,p
7240,p,p,p,p
7241,p,p,p,p
7242,p,p,p,p
7243,e,e,e,e
7244,e,e,e,e
7245,e,e,e,e
7246,p,e,e,e
7247,e,e,e,e
7248,e,e,e,e
7249,p,p,p,p
7250,e,e,p,e
7251,p,p,p,p
7252,e,e,e,e
7253,e,e,e,e
7254,p,p,p,p
7255,e,e,p,p
7256,e,e,p,e
7257,p,p,p,p
7258,p,p,p,p
7259,p,p,p,p
7260,e,e,e,e
7261,e,e,p,p
7262,p,p,p,p
7263,p,p,p,p
7264,e,e,e,e
7265,p,p,p,p
7266,p,e,e,e
7267,p,e,e,e
7268,e,e,e,e
7269,e,e,e,e
7270,e,e,e,e
7271,p,p,p,p
7272,p,p,p,p
7273,p,e,e,e
7274,p,p,p,p
7275,p,p,p,p
7276,p,p,p,p
7277,p,p,p,e
7278,p,p,p,p
7279,p,p,p,p
7280,p,p,p,p
7281,p,e,e,p
7282,p,p,p,p
7283,p,p,p,p
7284,p,p,p,p
7285,e,e,e,e
7286,e,e,e,e
7287,p,p,p,p
7288,e,e,e,e
7289,e,e,e,e
7290,p,e,e,e
7291,p,p,p,p
7292,p,e,e,e
7293,p,p,p,p
7294,e,e,e,e
7295,p,p,p,p
7296,p,p,p,p
7297,e,e,e,e
7298,e,e,p,e
7299,p,p,p,p
7300,e,e,e,e
7301,p,p,p,p
7302,e,e,e,e
7303,p,e,e,e
7304,e,e,e,e
7305,p,p,p,p
7306,p,p,p,p
7307,p,p,p,p
7308,p,p,p,e
7309,p,p,p,p
7310,e,e,e,e
7311,e,e,p,e
7312,e,e,e,e
7313,e,e,e,e
7314,p,p,e,e
7315,e,e,e,e
7316,e,e,e,e
7317,e,e,e,e
7318,p,p,p,p
7319,p,p,e,p
7320,p,p,p,p
7321,e,e,e,e
7322,e,e,e,e
7323,p,e,e,e
7324,e,e,e,e
7325,p,p,p,p
7326,e,e,e,e
7327,p,p,p,p
7328,e,e,e,e
7329,e,e,e,e
7330,p,p,p,p
7331,p,p,p,p
7332,p,p,p,p
7333,e,e,e,e
7334,p,p,p,p
7335,p,e,e,e
7336,e,e,e,e
7337,e,e,e,e
7338,e,e,e,e
7339,p,p,p,p
7340,e,e,e,e
7341,p,p,p,p
7342,e,e,e,e
7343,e,e,e,e
7344,p,p,p,p
7345,p,e,e,e
7346,e,e,e,e
7347,e,e,e,e
7348,e,e,e,e
7349,p,p,p,p
7350,e,e,e,e
7351,e,e,e,e
7352,e,e,p,e
7353,e,e,e,p
7354,e,e,e,e
7355,e,e,e,e
7356,e,e,e,p
7357,e,e,p,e
7358,e,e,e,e
7359,p,e,e,e
7360,p,p,p,p
7361,e,e,e,e
7362,e,e,e,e
7363,e,e,e,e
7364,e,e,e,e
7365,e,e,e,e
7366,p,p,e,p
7367,e,e,e,e
7368,e,e,e,p
7369,p,p,p,p
7370,e,e,p,e
7371,p,p,p,p
7372,e,e,e,e
7373,e,e,e,e
7374,p,p,p,p
7375,e,e,e,e
7376,e,e,p,e
7377,p,p,p,p
7378,p,e,e,e
7379,p,p,p,p
7380,e,e,e,e
7381,e,e,e,e
7382,e,e,e,e
7383,p,p,p,p
7384,p,p,p,p
7385,e,e,e,e
7386,e,e,e,e
7387,e,e,e,e
7388,p,e,e,p
7389,e,e,e,e
7390,p,p,e,p
7391,e,e,e,e
7392,e,e,e,e
7393,e,e,e,e
7394,p,p,p,p
7395,e,e,e,e
7396,e,e,e,e
7397,p,p,p,p
7398,e,e,e,e
7399,e,e,e,e
7400,e,e,e,e
7401,e,e,e,e
7402,e,e,e,e
7403,e,e,e,e
7404,p,p,p,p
7405,p,p,p,p
7406,p,p,p,p
7407,p,p,p,p
7408,p,p,p,p
7409,p,p,p,p
7410,p,p,p,p
7411,p,p,p,p
7412,p,p,p,p
7413,p,p,p,p
7414,p,p,p,p
7415,p,p,p,p
7416,p,p,p,p
7417,p,e,e,e
7418,p,p,p,p
7419,p,e,p,e
7420,e,e,e,e
7421,e,e,e,e
7422,p,p,p,p
7423,p,p,p,p
7424,p,p,p,p
7425,p,p,p,p
7426,e,e,e,e
7427,e,e,e,e
7428,e,e,p,e
7429,p,p,p,p
7430,e,e,e,p
7431,p,p,p,p
7432,e,e,p,e
7433,p,p,p,p
7434,e,e,e,e
7435,e,e,e,e
7436,e,e,e,e
7437,p,p,p,p
7438,e,p,p,p
7439,p,p,p,e
7440,p,p,p,e
7441,e,e,e,e
7442,p,p,p,p
7443,e,e,e,e
7444,p,p,p,e
7445,p,p,p,p
7446,p,p,p,e
7447,p,p,p,e
7448,e,e,e,e
7449,e,e,e,e
7450,e,e,e,e
7451,e,e,e,e
7452,p,p,p,p
7453,p,p,p,p
7454,p,p,p,p
7455,e,e,e,e
7456,p,p,p,p
7457,e,e,p,e
7458,e,e,e,e
7459,p,p,p,p
7460,e,e,e,e
7461,e,e,e,e
7462,e,e,p,e
7463,p,p,p,p
7464,p,p,p,p
7465,e,e,e,e
7466,p,e,e,p
7467,e,e,p,e
7468,e,e,e,e
7469,e,e,e,e
7470,p,p,p,p
7471,p,p,p,p
7472,e,e,p,e
7473,e,e,e,e
7474,e,e,e,e
7475,e,e,e,e
7476,p,e,e,e
7477,p,p,p,p
7478,e,e,e,e
7479,e,e,e,e
7480,p,e,e,e
7481,p,p,p,p
7482,e,e,e,e
7483,p,p,p,p
7484,e,e,e,e
7485,p,p,e,p
7486,p,p,p,e
7487,p,p,p,p
7488,p,p,p,e
7489,p,p,p,e
7490,e,e,p,e
7491,e,e,e,e
7492,p,p,p,p
7493,e,e,e,e
7494,e,e,e,e
7495,p,p,p,p
7496,e,e,e,e
7497,e,e,e,e
7498,e,e,e,e
7499,e,e,e,e
7500,e,e,e,e
7501,p,p,p,p
7502,p,e,e,e
7503,p,p,p,p
7504,p,e,e,e
7505,p,p,p,p
7506,p,p,p,p
7507,e,e,e,e
7508,e,e,e,e
7509,p,p,p,p
7510,p,p,p,p
7511,e,e,e,e
7512,p,e,e,e
7513,p,p,p,p
7514,e,e,e,e
7515,e,e,e,e
7516,p,p,p,p
7517,e,e,e,e
7518,p,p,p,p
7519,e,e,e,e
7520,p,e,e,e
7521,e,e,e,e
7522,e,e,e,e
7523,p,p,p,p
7524,e,e,e,e
7525,p,p,p,e
7526,p,p,p,p
7527,e,e,e,e
7528,p,p,p,p
7529,p,p,p,p
7530,p,p,p,e
7531,e,e,e,e
7532,p,p,p,p
7533,p,p,p,p
7534,e,e,e,e
7535,p,p,p,p
7536,e,e,e,e
7537,e,e,e,e
7538,p,p,p,p
7539,e,e,e,e
7540,e,e,e,e
7541,e,e,e,e
7542,e,e,e,e
7543,e,e,e,e
7544,p,p,p,p
7545,e,e,p,e
7546,e,e,e,e
7547,e,e,e,e
7548,e,e,e,e
7549,p,p,p,p
7550,e,e,e,e
7551,e,e,e,e
7552,e,e,e,e
7553,e,e,e,e
7554,p,p,p,p
7555,p,p,p,p
7556,e,e,e,e
7557,p,p,p,p
7558,e,e,e,e
7559,e,e,e,e
7560,e,e,p,e
7561,p,p,p,p
7562,e,e,p,e
7563,e,e,e,e
7564,p,p,p,p
7565,p,e,e,e
7566,p,p,p,p
7567,p,e,e,e
7568,e,e,p,e
7569,e,e,e,p
7570,p,e,e,e
7571,p,p,p,p
7572,e,e,e,e
7573,p,e,e,e
7574,p,e,e,e
7575,p,p,p,p
7576,e,e,e,e
7577,e,e,p,e
7578,p,p,p,p
7579,e,e,e,e
7580,e,e,p,e
7581,p,p,p,p
7582,p,p,p,p
7583,p,p,p,p
7584,e,e,e,e
7585,p,p,p,p
7586,e,e,e,e
7587,e,e,p,e
7588,p,p,p,p
7589,e,e,e,e
7590,p,e,e,e
7591,p,p,p,p
7592,e,e,e,e
7593,e,e,e,e
7594,e,e,e,e
7595,e,e,p,e
7596,e,e,e,e
7597,p,p,p,p
7598,p,p,p,p
7599,p,p,p,p
7600,p,e,e,e
7601,e,e,e,e
7602,p,p,p,p
7603,p,p,p,p
7604,e,e,e,e
7605,p,p,p,p
7606,p,p,p,p
7607,p,p,p,p
7608,p,p,p,p
7609,e,e,e,e
7610,p,p,p,p
7611,p,p,p,p
7612,e,e,e,e
7613,p,p,p,p
7614,e,e,e,e
7615,e,e,e,e
7616,p,p,p,p
7617,e,e,e,e
7618,p,p,p,p
7619,p,e,e,e
7620,e,e,e,e
7621,e,e,e,e
7622,p,p,p,p
7623,p,p,p,e
7624,p,p,p,p
7625,p,p,p,p
7626,p,p,p,p
7627,e,e,e,e
7628,p,e,e,e
7629,e,e,e,e
7630,e,e,e,e
7631,p,p,p,p
7632,e,e,p,e
7633,p,p,p,p
7634,p,p,p,p
7635,p,p,e,p
7636,e,e,e,e
7637,p,p,p,p
7638,p,p,p,p
7639,e,e,p,e
7640,p,p,p,p
7641,p,p,p,p
7642,e,e,e,e
7643,e,e,e,e
7644,p,p,p,p
7645,e,e,e,e
7646,e,e,e,e
7647,p,p,p,p
7648,e,e,e,e
7649,p,p,p,p
7650,e,e,e,e
7651,e,e,e,e
7652,p,p,p,p
7653,p,p,p,p
7654,p,p,p,p
7655,e,e,e,e
7656,e,e,e,e
7657,p,p,p,p
7658,p,p,p,p
7659,p,e,p,p
7660,p,p,p,p
7661,e,e,e,e
7662,e,e,e,e
7663,p,p,p,p
7664,p,p,p,p
7665,e,e,e,e
7666,p,p,p,p
7667,e,e,e,e
7668,e,e,p,e
7669,e,e,p,e
7670,p,p,p,p
7671,e,e,e,e
7672,e,e,e,e
7673,e,e,e,e
7674,p,p,p,p
7675,e,e,e,e
7676,e,e,e,e
7677,p,p,p,p
7678,e,e,p,e
7679,p,p,p,p
7680,p,p,p,p
7681,p,p,p,p
7682,e,e,e,e
7683,p,p,e,p
7684,e,e,e,e
7685,e,e,e,e
7686,p,e,e,e
7687,e,e,e,e
7688,p,p,p,p
7689,e,e,p,e
7690,e,e,e,e
7691,p,p,p,p
7692,e,e,e,e
7693,e,e,e,e
7694,e,e,e,e
7695,p,p,p,p
7696,p,p,p,p
7697,e,e,e,e
7698,e,e,e,e
7699,e,e,e,e
7700,e,e,e,e
7701,e,e,e,e
7702,p,p,p,p
7703,e,e,p,e
7704,e,e,e,e
7705,p,p,p,p
7706,p,p,p,e
7707,e,e,e,e
7708,p,p,p,p
7709,p,p,p,p
7710,p,p,p,e
7711,e,e,e,p
7712,e,e,e,e
7713,p,p,p,p
7714,e,e,e,e
7715,p,e,e,e
