id,actual,lr,knn,lda,svm_w,svm,nb,nn,rf
2262,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2263,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2264,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2266,MED,MED,MED,MED,MED,MED,MED,MED,MED
2268,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2269,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
2270,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2271,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2272,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2273,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2274,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2275,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2276,MED,MED,MED,MED,MED,MED,MED,MED,MED
2277,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2278,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2279,MED,MED,MED,MED,MED,MED,MED,MED,MED
2280,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2281,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2282,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2283,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2284,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2285,MED,MED,MED,MED,MED,MED,MED,MED,MED
2286,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2287,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2288,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2289,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2290,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2291,MED,MED,MED,MED,MED,MED,MED,MED,MED
2292,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2293,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2294,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2295,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2296,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2297,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2298,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2300,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2301,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2302,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2304,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2305,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2306,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2307,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2308,MED,MED,MED,MED,MED,MED,MED,MED,MED
2310,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2311,MED,MED,MED,MED,MED,MED,MED,MED,MED
2312,MED,MED,MED,MED,MED,MED,MED,MED,MED
2313,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2314,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2315,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2316,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2318,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2319,MED,MED,MED,MED,MED,MED,MED,MED,MED
2320,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2321,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2322,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2323,HIGH,MED,MED,MED,HIGH,MED,MED,MED,MED
2324,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2325,LOW,LOW,LOW,LOW,LOW,LOW,MED,LOW,LOW
2326,MED,MED,MED,MED,MED,MED,MED,MED,MED
2327,MED,MED,MED,MED,MED,MED,MED,MED,MED
2328,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2329,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2330,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2331,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2333,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2334,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2335,MED,MED,MED,MED,MED,MED,MED,MED,MED
2337,MED,MED,MED,MED,MED,MED,MED,MED,MED
2340,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2341,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2343,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2354,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2355,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2356,HIGH,MED,MED,MED,HIGH,MED,MED,MED,MED
2357,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2358,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2359,LOW,LOW,LOW,MED,LOW,MED,LOW,LOW,LOW
2360,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2361,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2363,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
2364,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2365,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2367,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2368,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2369,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2371,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2372,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2373,HIGH,MED,MED,MED,HIGH,MED,MED,MED,MED
2375,MED,MED,MED,MED,MED,MED,MED,MED,MED
2376,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2377,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2378,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2380,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2382,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2383,MED,MED,MED,MED,MED,MED,MED,MED,MED
2385,MED,MED,LOW,MED,LOW,MED,LOW,LOW,MED
2386,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2387,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2389,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2390,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2391,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2392,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2393,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2394,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2395,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2396,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2397,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2398,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2399,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2400,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2401,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2402,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2403,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2404,MED,MED,LOW,MED,MED,MED,LOW,MED,MED
2405,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2406,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2407,HIGH,MED,MED,MED,HIGH,MED,MED,MED,MED
2408,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2409,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2410,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2411,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2413,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2414,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2415,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2416,MED,MED,MED,MED,MED,MED,MED,MED,MED
2417,LOW,LOW,MED,LOW,LOW,LOW,LOW,LOW,LOW
2418,MED,MED,MED,MED,MED,MED,MED,MED,MED
2419,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2420,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2421,MED,MED,MED,MED,MED,MED,MED,MED,MED
2423,LOW,LOW,MED,MED,LOW,LOW,HIGH,LOW,LOW
2424,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2425,HIGH,MED,MED,MED,HIGH,MED,MED,MED,MED
2426,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2427,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2428,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2429,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2430,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2431,MED,MED,MED,MED,MED,MED,MED,MED,MED
2432,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2433,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2434,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2435,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2436,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2437,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2438,LOW,LOW,LOW,LOW,LOW,LOW,MED,LOW,LOW
2439,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2441,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2442,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2443,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2444,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2445,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2446,LOW,LOW,LOW,MED,LOW,MED,HIGH,LOW,LOW
2447,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2448,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2449,MED,MED,MED,MED,HIGH,MED,HIGH,MED,MED
2450,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2451,MED,MED,MED,MED,MED,MED,MED,MED,MED
2452,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2453,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2454,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2456,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2457,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2458,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2460,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2462,LOW,LOW,LOW,MED,LOW,LOW,LOW,LOW,LOW
2463,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2468,MED,MED,MED,MED,MED,MED,MED,MED,MED
2471,MED,MED,MED,MED,MED,MED,MED,MED,MED
2475,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2478,MED,MED,MED,MED,MED,MED,MED,MED,MED
2479,MED,MED,MED,MED,MED,MED,MED,MED,MED
2480,HIGH,MED,MED,MED,MED,MED,MED,MED,MED
2481,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2482,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2484,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2485,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2486,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
2487,MED,MED,MED,MED,MED,MED,MED,MED,MED
2488,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2489,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2490,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2491,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2492,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2493,MED,MED,MED,MED,MED,MED,MED,MED,MED
2494,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2495,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2496,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2497,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2498,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2499,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2500,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2501,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2502,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2503,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2504,MED,MED,MED,MED,MED,MED,MED,MED,MED
2507,MED,MED,MED,MED,MED,MED,MED,MED,MED
2508,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2509,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2510,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2511,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2512,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2513,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2515,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2516,LOW,LOW,LOW,MED,LOW,MED,HIGH,MED,LOW
2517,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2518,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2520,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2522,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2523,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2524,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2525,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2527,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2530,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2531,MED,MED,MED,MED,MED,MED,MED,MED,MED
2532,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2533,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2534,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2535,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2536,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2537,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2538,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2539,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
2540,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2541,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2542,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2543,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2544,MED,MED,MED,MED,MED,MED,MED,MED,MED
2545,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
2546,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2547,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2548,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2549,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2550,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2551,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
2553,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2554,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2555,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2556,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
2557,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2558,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2559,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2560,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2563,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2564,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2565,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2566,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2567,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2568,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2569,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2570,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2571,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2572,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2573,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2576,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2577,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2578,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2579,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2580,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2581,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2582,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2583,MED,MED,MED,MED,MED,MED,MED,MED,MED
2584,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2585,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2587,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2588,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2589,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2592,MED,MED,MED,MED,MED,MED,MED,MED,MED
2593,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2597,LOW,LOW,MED,MED,LOW,MED,HIGH,LOW,LOW
2598,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2599,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2600,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2601,MED,MED,MED,MED,MED,MED,MED,MED,MED
2602,LOW,LOW,LOW,MED,LOW,MED,LOW,LOW,LOW
2603,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2604,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2605,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2606,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
2607,HIGH,MED,MED,MED,MED,MED,MED,MED,MED
2608,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2610,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2611,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2614,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
2615,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2617,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2618,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2619,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2620,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2621,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2622,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2623,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2624,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2625,MED,MED,MED,MED,MED,MED,MED,MED,MED
2626,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2627,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2628,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2630,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2631,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2632,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2633,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2634,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2636,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2637,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2638,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2639,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2640,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2641,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2642,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2643,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2644,HIGH,MED,MED,MED,HIGH,MED,MED,MED,MED
2645,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2646,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2647,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2648,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2649,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2650,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2651,HIGH,MED,MED,MED,MED,MED,LOW,MED,MED
2652,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2653,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2654,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2655,MED,MED,MED,MED,LOW,MED,HIGH,MED,MED
2656,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2657,MED,MED,MED,MED,MED,MED,MED,MED,MED
2658,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2659,MED,MED,MED,MED,MED,MED,MED,MED,MED
2660,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2661,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2662,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2663,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2664,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2665,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2666,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2667,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2668,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2669,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2670,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2671,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2672,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2673,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2674,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2675,MED,MED,MED,MED,MED,MED,MED,MED,MED
2676,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2677,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2678,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2679,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2680,MED,MED,MED,MED,MED,MED,MED,MED,MED
2681,MED,MED,MED,MED,LOW,MED,LOW,MED,MED
2682,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2683,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2684,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2685,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2687,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2688,MED,MED,MED,MED,MED,MED,MED,MED,MED
2689,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2690,MED,MED,MED,MED,MED,MED,MED,MED,MED
2692,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2693,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2694,MED,MED,MED,MED,MED,MED,MED,MED,MED
2695,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2696,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2697,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2698,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2699,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2700,HIGH,MED,MED,MED,MED,MED,HIGH,MED,MED
2701,LOW,LOW,LOW,MED,LOW,LOW,LOW,MED,LOW
2703,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
2704,MED,MED,MED,MED,MED,MED,MED,MED,MED
2705,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2706,MED,MED,MED,MED,MED,MED,MED,MED,MED
2707,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2708,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2709,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2711,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2712,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
2713,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2714,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2715,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2716,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2717,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2718,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2719,MED,MED,MED,MED,MED,MED,MED,MED,MED
2720,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2721,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2722,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2723,HIGH,MED,MED,MED,MED,MED,HIGH,MED,MED
2725,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2726,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2728,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2729,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2730,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2731,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2734,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
2735,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2736,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2737,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2738,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2740,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2743,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2745,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2746,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2747,LOW,LOW,LOW,MED,LOW,MED,LOW,LOW,LOW
2755,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
2756,LOW,LOW,MED,LOW,LOW,LOW,LOW,LOW,LOW
2757,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2758,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2760,HIGH,MED,MED,MED,HIGH,MED,MED,MED,HIGH
2761,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
