id,actual,N (ngrams),C (chi^2),W (worst),R (random),X (random2)
2690,Neither,Science,Science,Science,Play,Science
2691,Neither,Neither,Neither,Play,Science,Neither
2692,Neither,Play,Neither,Science,Neither,Neither
2693,Neither,Neither,Science,Play,Neither,Science
2694,Neither,Neither,Neither,Play,Neither,Neither
2695,Neither,Neither,Science,Play,Neither,Neither
2696,Neither,Neither,Science,Play,Neither,Neither
2697,Neither,Science,Science,Play,Neither,Neither
2698,Neither,Neither,Neither,Neither,Neither,Neither
2699,Neither,Science,Science,Science,Neither,Neither
2700,Neither,Science,Science,Play,Play,Neither
2701,Neither,Science,Neither,Play,Science,Neither
2702,Neither,Neither,Neither,Play,Play,Neither
2703,Neither,Neither,Science,Neither,Neither,Neither
2704,Neither,Neither,Neither,Science,Neither,Neither
2705,Neither,Neither,Neither,Play,Neither,Neither
2706,Neither,Science,Neither,Play,Neither,Neither
2707,Neither,Science,Neither,Science,Science,Neither
2708,Neither,Science,Science,Play,Neither,Neither
2709,Neither,Neither,Neither,Science,Neither,Science
2710,Neither,Neither,Neither,Play,Science,Science
2711,Neither,Neither,Neither,Science,Neither,Neither
2712,Neither,Science,Neither,Play,Neither,Science
2713,Neither,Neither,Neither,Neither,Neither,Neither
2714,Neither,Science,Science,Science,Neither,Science
2715,Neither,Science,Science,Play,Neither,Neither
2716,Neither,Neither,Neither,Play,Neither,Neither
2717,Neither,Neither,Neither,Play,Neither,Neither
2718,Neither,Science,Science,Science,Neither,Science
2719,Neither,Neither,Neither,Neither,Neither,Neither
2720,Neither,Neither,Neither,Science,Neither,Neither
2721,Neither,Neither,Science,Play,Neither,Neither
2722,Neither,Neither,Science,Neither,Neither,Play
2723,Neither,Neither,Science,Science,Neither,Neither
2724,Neither,Neither,Neither,Science,Neither,Neither
2725,Neither,Science,Science,Science,Neither,Neither
2726,Neither,Neither,Science,Science,Neither,Neither
2727,Neither,Science,Neither,Play,Neither,Neither
2728,Neither,Neither,Neither,Neither,Play,Neither
2729,Neither,Neither,Science,Science,Neither,Neither
2730,Neither,Neither,Neither,Neither,Neither,Neither
2731,Neither,Neither,Science,Science,Neither,Neither
2732,Neither,Neither,Science,Science,Neither,Play
2733,Neither,Neither,Science,Play,Neither,Neither
2734,Neither,Neither,Science,Science,Neither,Neither
2735,Neither,Science,Science,Play,Neither,Neither
2736,Neither,Science,Science,Play,Neither,Neither
2737,Neither,Neither,Neither,Science,Neither,Neither
2738,Play,Play,Play,Play,Neither,Play
2739,Neither,Neither,Neither,Play,Neither,Science
2740,Neither,Neither,Neither,Science,Neither,Science
2741,Neither,Neither,Neither,Neither,Neither,Neither
2742,Neither,Neither,Neither,Neither,Neither,Neither
2743,Neither,Neither,Neither,Neither,Neither,Neither
2744,Neither,Neither,Play,Play,Neither,Play
2745,Neither,Science,Science,Science,Play,Science
2746,Neither,Neither,Neither,Play,Neither,Neither
2747,Neither,Neither,Play,Play,Neither,Science
2748,Neither,Neither,Neither,Play,Neither,Neither
2749,Neither,Play,Neither,Play,Neither,Neither
2750,Neither,Neither,Neither,Science,Neither,Neither
2751,Neither,Neither,Neither,Play,Neither,Play
2752,Neither,Play,Play,Science,Neither,Neither
2753,Neither,Science,Neither,Play,Play,Science
2754,Neither,Neither,Neither,Science,Play,Play
2755,Neither,Neither,Play,Play,Neither,Play
2756,Play,Play,Play,Play,Play,Play
2757,Neither,Neither,Science,Play,Neither,Play
2758,Science,Science,Science,Science,Science,Science
2759,Neither,Science,Neither,Science,Neither,Science
2760,Play,Play,Play,Play,Play,Play
2761,Play,Play,Play,Play,Play,Play
2762,Neither,Neither,Neither,Play,Neither,Neither
2763,Neither,Neither,Neither,Play,Neither,Neither
2764,Neither,Science,Neither,Play,Science,Neither
2765,Neither,Neither,Neither,Play,Neither,Neither
2766,Neither,Neither,Neither,Play,Play,Neither
2767,Neither,Science,Science,Science,Science,Neither
2768,Neither,Neither,Neither,Play,Science,Science
2769,Neither,Neither,Play,Play,Neither,Neither
2770,Neither,Neither,Neither,Science,Neither,Neither
2771,Neither,Neither,Science,Neither,Neither,Neither
2772,Play,Play,Play,Play,Play,Play
2773,Neither,Neither,Neither,Neither,Science,Neither
2774,Neither,Neither,Neither,Neither,Science,Neither
2775,Neither,Neither,Neither,Neither,Neither,Neither
2776,Neither,Neither,Neither,Neither,Neither,Neither
2777,Neither,Neither,Neither,Neither,Science,Neither
2778,Neither,Neither,Neither,Neither,Play,Neither
2779,Neither,Neither,Neither,Neither,Neither,Neither
2780,Neither,Neither,Neither,Neither,Neither,Neither
2781,Neither,Neither,Neither,Neither,Neither,Neither
2782,Neither,Neither,Neither,Neither,Neither,Neither
2783,Neither,Neither,Neither,Neither,Neither,Neither
2784,Neither,Science,Neither,Neither,Neither,Neither
2785,Neither,Neither,Neither,Neither,Neither,Neither
2786,Neither,Neither,Neither,Neither,Neither,Neither
2787,Neither,Neither,Neither,Neither,Neither,Neither
2788,Neither,Science,Neither,Neither,Neither,Neither
2789,Neither,Neither,Neither,Neither,Neither,Neither
2790,Neither,Science,Neither,Neither,Science,Neither
2791,Neither,Neither,Neither,Neither,Neither,Neither
2792,Neither,Neither,Neither,Neither,Neither,Neither
2793,Neither,Neither,Neither,Neither,Neither,Neither
2794,Neither,Neither,Neither,Play,Neither,Neither
2795,Neither,Neither,Neither,Neither,Neither,Neither
2796,Neither,Neither,Neither,Neither,Neither,Neither
2797,Neither,Science,Neither,Science,Neither,Neither
2798,Neither,Neither,Neither,Neither,Neither,Neither
2799,Neither,Neither,Neither,Neither,Neither,Neither
2800,Neither,Neither,Neither,Neither,Neither,Neither
2801,Neither,Neither,Neither,Neither,Neither,Neither
2802,Play,Play,Play,Play,Play,Play
2803,Neither,Neither,Neither,Neither,Neither,Neither
2804,Neither,Neither,Neither,Neither,Neither,Neither
2805,Neither,Neither,Neither,Neither,Neither,Neither
2806,Neither,Neither,Neither,Neither,Neither,Neither
2807,Neither,Science,Neither,Neither,Neither,Neither
2808,Neither,Neither,Neither,Neither,Neither,Neither
2809,Neither,Neither,Neither,Neither,Neither,Neither
2810,Neither,Neither,Neither,Neither,Neither,Neither
2811,Neither,Neither,Neither,Neither,Neither,Neither
2812,Neither,Science,Neither,Neither,Neither,Science
2813,Neither,Neither,Neither,Play,Neither,Neither
2814,Play,Play,Play,Science,Play,Play
2815,Neither,Science,Neither,Science,Neither,Science
2816,Science,Science,Science,Play,Science,Neither
2817,Neither,Neither,Neither,Neither,Neither,Neither
2818,Neither,Neither,Neither,Neither,Neither,Neither
2819,Neither,Neither,Neither,Neither,Neither,Neither
2820,Neither,Neither,Neither,Neither,Neither,Neither
2821,Neither,Neither,Neither,Neither,Neither,Neither
2822,Neither,Science,Neither,Neither,Neither,Neither
2823,Neither,Neither,Neither,Neither,Neither,Neither
2824,Neither,Neither,Neither,Neither,Neither,Neither
2825,Neither,Neither,Neither,Neither,Neither,Neither
2826,Science,Science,Science,Science,Science,Science
2827,Play,Play,Play,Play,Play,Play
2828,Science,Science,Science,Science,Science,Science
2829,Neither,Neither,Neither,Neither,Science,Neither
2830,Neither,Neither,Neither,Neither,Neither,Neither
2831,Neither,Neither,Neither,Neither,Neither,Neither
2832,Neither,Science,Neither,Neither,Neither,Neither
2833,Neither,Neither,Neither,Neither,Neither,Neither
2834,Neither,Neither,Neither,Neither,Neither,Neither
2835,Neither,Play,Science,Play,Neither,Neither
2836,Neither,Neither,Neither,Neither,Neither,Neither
2837,Neither,Neither,Neither,Neither,Neither,Neither
2838,Neither,Neither,Neither,Neither,Neither,Neither
2839,Neither,Neither,Neither,Neither,Neither,Neither
2840,Neither,Neither,Neither,Neither,Neither,Neither
2841,Neither,Neither,Neither,Neither,Neither,Neither
2842,Neither,Neither,Neither,Science,Neither,Neither
2843,Neither,Neither,Neither,Neither,Neither,Neither
2844,Neither,Neither,Neither,Neither,Neither,Neither
2845,Neither,Neither,Science,Neither,Neither,Neither
2846,Neither,Neither,Neither,Science,Play,Neither
2847,Neither,Neither,Neither,Science,Neither,Neither
2848,Neither,Neither,Neither,Neither,Neither,Neither
2849,Play,Play,Play,Play,Play,Play
2850,Neither,Neither,Science,Science,Neither,Neither
2851,Neither,Neither,Science,Play,Neither,Play
2852,Neither,Neither,Science,Play,Neither,Play
2853,Neither,Neither,Neither,Play,Neither,Science
2854,Play,Play,Play,Play,Play,Play
2855,Neither,Neither,Neither,Play,Science,Neither
2856,Neither,Science,Neither,Play,Science,Neither
2857,Neither,Science,Neither,Science,Science,Neither
2858,Neither,Neither,Neither,Science,Neither,Neither
2859,Neither,Neither,Neither,Neither,Neither,Neither
2860,Neither,Neither,Science,Play,Science,Neither
2861,Neither,Neither,Neither,Science,Neither,Neither
2862,Neither,Neither,Neither,Science,Neither,Neither
2863,Neither,Neither,Neither,Neither,Science,Neither
2864,Neither,Neither,Neither,Neither,Neither,Neither
2865,Neither,Neither,Neither,Neither,Neither,Neither
2866,Neither,Neither,Neither,Neither,Neither,Neither
2867,Neither,Neither,Neither,Neither,Neither,Neither
2868,Neither,Neither,Neither,Science,Neither,Neither
2869,Neither,Neither,Neither,Neither,Neither,Neither
2870,Neither,Neither,Neither,Neither,Neither,Neither
2871,Neither,Neither,Neither,Neither,Neither,Neither
2872,Neither,Neither,Neither,Neither,Neither,Neither
2873,Neither,Neither,Neither,Neither,Neither,Neither
2874,Neither,Neither,Science,Neither,Neither,Neither
2875,Neither,Neither,Neither,Neither,Neither,Neither
2876,Neither,Neither,Neither,Science,Neither,Neither
2877,Neither,Neither,Neither,Neither,Neither,Neither
2878,Neither,Neither,Play,Neither,Science,Science
2879,Neither,Play,Neither,Neither,Neither,Neither
2880,Neither,Neither,Neither,Neither,Neither,Neither
2881,Neither,Play,Neither,Neither,Play,Neither
2882,Neither,Science,Neither,Science,Science,Neither
2883,Play,Play,Play,Play,Play,Play
2884,Neither,Science,Neither,Science,Play,Neither
2885,Neither,Neither,Neither,Neither,Neither,Play
2886,Neither,Neither,Neither,Neither,Neither,Neither
2887,Neither,Neither,Neither,Neither,Neither,Neither
2888,Neither,Neither,Neither,Neither,Neither,Neither
2889,Neither,Neither,Neither,Neither,Neither,Neither
2890,Neither,Neither,Play,Neither,Neither,Play
2891,Science,Science,Science,Science,Science,Science
2892,Science,Science,Science,Science,Science,Science
2893,Play,Play,Play,Science,Play,Play
2894,Neither,Neither,Neither,Science,Neither,Neither
2895,Neither,Neither,Neither,Play,Neither,Neither
2896,Neither,Neither,Neither,Play,Neither,Play
2897,Neither,Neither,Neither,Play,Neither,Play
2898,Neither,Science,Neither,Play,Neither,Neither
2899,Neither,Neither,Neither,Neither,Neither,Science
2900,Neither,Neither,Neither,Neither,Neither,Science
2901,Neither,Neither,Science,Science,Neither,Science
2902,Neither,Science,Neither,Play,Neither,Neither
2903,Neither,Science,Neither,Play,Neither,Neither
2904,Neither,Science,Neither,Play,Neither,Neither
2905,Neither,Neither,Neither,Play,Play,Neither
2906,Neither,Science,Neither,Science,Neither,Neither
2907,Neither,Science,Neither,Play,Neither,Neither
2908,Neither,Science,Neither,Play,Neither,Neither
2909,Play,Play,Neither,Play,Play,Play
2910,Neither,Neither,Neither,Play,Neither,Neither
2911,Play,Play,Play,Play,Play,Play
2912,Neither,Science,Neither,Play,Neither,Neither
2913,Neither,Neither,Neither,Science,Science,Neither
2914,Neither,Neither,Science,Science,Neither,Neither
2915,Neither,Neither,Neither,Play,Neither,Science
2916,Neither,Neither,Neither,Play,Neither,Play
2917,Neither,Science,Science,Neither,Neither,Science
2918,Neither,Neither,Science,Play,Neither,Science
2919,Neither,Neither,Science,Play,Neither,Science
2920,Neither,Science,Neither,Science,Neither,Neither
2921,Neither,Neither,Science,Play,Neither,Neither
2922,Neither,Neither,Neither,Science,Neither,Neither
2923,Play,Play,Play,Play,Play,Play
2924,Neither,Science,Neither,Play,Neither,Neither
2925,Neither,Play,Play,Play,Neither,Play
2926,Neither,Science,Neither,Play,Neither,Neither
2927,Neither,Neither,Neither,Science,Science,Neither
2928,Neither,Science,Neither,Play,Neither,Neither
2929,Neither,Science,Neither,Science,Neither,Neither
2930,Neither,Science,Neither,Play,Neither,Neither
2931,Neither,Science,Neither,Science,Neither,Neither
2932,Neither,Neither,Neither,Science,Neither,Neither
2933,Neither,Science,Neither,Science,Neither,Neither
2934,Neither,Neither,Neither,Science,Science,Neither
2935,Neither,Neither,Neither,Science,Neither,Neither
2936,Neither,Neither,Science,Neither,Science,Neither
2937,Neither,Science,Neither,Science,Neither,Neither
2938,Neither,Science,Neither,Neither,Neither,Neither
2939,Neither,Science,Neither,Play,Science,Neither
2940,Neither,Science,Neither,Play,Neither,Neither
2941,Neither,Neither,Neither,Science,Science,Neither
2942,Neither,Science,Neither,Science,Science,Neither
2943,Neither,Neither,Neither,Neither,Science,Neither
2944,Neither,Science,Neither,Play,Neither,Neither
2945,Neither,Neither,Neither,Neither,Neither,Neither
2946,Neither,Science,Science,Science,Neither,Neither
2947,Neither,Play,Neither,Play,Play,Play
2948,Neither,Neither,Neither,Neither,Neither,Neither
2949,Neither,Neither,Neither,Science,Science,Neither
2950,Neither,Science,Science,Science,Neither,Neither
2951,Neither,Science,Science,Neither,Neither,Play
2952,Neither,Play,Neither,Play,Neither,Neither
2953,Neither,Play,Neither,Play,Neither,Neither
2954,Neither,Science,Neither,Neither,Neither,Play
2955,Neither,Neither,Neither,Science,Neither,Play
2956,Neither,Neither,Neither,Science,Neither,Play
2957,Neither,Neither,Neither,Science,Science,Play
2958,Neither,Neither,Neither,Science,Neither,Play
2959,Neither,Neither,Neither,Science,Neither,Neither
2960,Neither,Neither,Neither,Science,Neither,Play
2961,Neither,Science,Neither,Science,Neither,Science
2962,Neither,Science,Neither,Neither,Neither,Science
2963,Neither,Science,Neither,Neither,Neither,Science
2964,Neither,Neither,Neither,Neither,Neither,Neither
2965,Neither,Neither,Neither,Science,Play,Science
2966,Neither,Science,Science,Play,Neither,Science
2967,Neither,Neither,Neither,Science,Neither,Science
2968,Neither,Neither,Neither,Neither,Neither,Neither
2969,Neither,Neither,Neither,Science,Neither,Science
2970,Neither,Science,Neither,Play,Play,Neither
2971,Neither,Neither,Neither,Neither,Neither,Play
2972,Neither,Science,Neither,Neither,Neither,Play
2973,Neither,Neither,Neither,Neither,Neither,Play
2974,Neither,Neither,Neither,Science,Neither,Neither
2975,Neither,Neither,Neither,Neither,Neither,Play
2976,Neither,Neither,Neither,Science,Neither,Play
2977,Neither,Neither,Neither,Play,Science,Neither
2978,Neither,Neither,Neither,Neither,Neither,Neither
2979,Play,Play,Play,Play,Play,Play
2980,Play,Play,Play,Play,Play,Play
2981,Neither,Neither,Neither,Science,Science,Neither
2982,Neither,Neither,Science,Science,Neither,Science
2983,Neither,Neither,Play,Science,Science,Science
2984,Neither,Neither,Science,Play,Science,Science
2985,Play,Play,Play,Play,Play,Play
2986,Play,Play,Play,Play,Play,Play
2987,Play,Play,Play,Neither,Play,Play
2988,Play,Play,Play,Play,Play,Play
2989,Play,Play,Play,Play,Play,Play
2990,Neither,Neither,Neither,Neither,Neither,Neither
2991,Play,Play,Neither,Play,Play,Play
2992,Neither,Play,Play,Play,Neither,Play
2993,Neither,Science,Neither,Science,Neither,Science
2994,Neither,Neither,Neither,Science,Neither,Science
2995,Neither,Science,Science,Play,Play,Science
2996,Neither,Science,Neither,Play,Neither,Neither
2997,Neither,Science,Neither,Science,Neither,Neither
2998,Neither,Play,Neither,Play,Neither,Neither
2999,Neither,Neither,Science,Neither,Neither,Neither
3000,Neither,Play,Neither,Neither,Neither,Neither
3001,Neither,Play,Neither,Science,Neither,Play
3002,Neither,Neither,Neither,Play,Play,Neither
3003,Neither,Neither,Neither,Neither,Neither,Neither
